word,n_char,n_vowels
kinopanoramiczny,16,7
kinoparking,11,4
kinoprawda,10,4
kinoteatr,9,4
kinotechniczny,14,5
kinotechnik,11,4
kinoterapia,11,5
kinować,7,3
kinowiec,8,3
kinowość,8,3
kinowóz,7,3
kinowy,6,3
kinszaski,9,3
kinszaskość,11,3
kinszasyjczyk,13,4
kinszasyjka,11,4
kintar,6,2
kinyarwanda,11,5
kiosk,5,1
kioskarka,9,3
kioskarz,8,2
kioskowy,8,3
kip,3,1
kip,3,1
kipa,4,2
kipczacki,9,3
kipczackość,11,3
kiper,5,2
kiper,5,2
kiperka,7,3
kipers,6,2
kiperski,8,3
kiperskość,10,3
kiperstwo,9,3
kipiątek,8,3
kipichron,9,3
kipieć,6,2
kipiel,6,2
kipisz,6,2
kipnąć,6,2
kiprostwo,9,3
kiprować,8,3
kiprzyca,8,3
kipu,4,2
kir,3,1
kirasjer,8,3
kirasjerski,11,4
kirasjerskość,13,4
kircha,6,2
kircholmski,11,3
kircholmskość,13,3
kiretaż,7,3
kirgiski,8,3
kirgiskość,10,3
kiribacki,9,4
kiribati,8,4
kiribatyjski,12,5
kirin,5,2
kirka,5,2
kirke,5,2
kirkucki,8,3
kirkut,6,2
kirlianowski,12,4
kirowogradzki,13,5
kirowy,6,3
kirsch,6,1
kirsz,5,1
kirsz,5,1
kirus,5,2
kiry,4,2
kirys,5,2
kirys,5,2
kirysek,7,3
kiryskowate,11,5
kirysowate,10,5
kirysy,6,3
kiryśnik,8,3
kiryśnikowate,13,6
kisić,5,2
kisiel,6,2
kisielek,8,3
kisielicki,10,4
kisielickość,12,4
kisieliczanin,13,5
kisieliczanka,13,5
kismet,6,2
kisnąć,6,2
kissa,5,2
kistka,6,2
kistnik,7,2
kistnikowate,12,5
kistnikowaty,12,5
kisz,4,1
kiszarnia,9,3
kiszeczka,9,3
kiszeniak,9,3
kiszka,6,2
kiszki,6,2
kiszkowaty,10,4
kiszkowiec,10,3
kiszkowski,10,3
kiszkowskość,12,3
kiszkowy,8,3
kiszlak,7,2
kiszłak,7,2
kiszonka,8,3
kiszonkarski,12,4
kiszonkarstwo,13,4
kiszonkowy,10,4
kiszyniowianin,14,6
kiszyniowianka,14,6
kiszyniowski,12,4
kiszyniowskość,14,4
kiściasty,9,3
kiściec,7,2
kiścień,7,2
kiść,4,1
kiśnieć,7,2
kit,3,1
kita,4,2
kitajec,7,3
kitajka,7,3
kitajkowy,9,4
kitajski,8,3
kitajskość,10,3
kitara,6,3
kitarodia,9,4
kitarowy,8,4
kitarzysta,10,4
kitarzystka,11,4
kiteboarding,12,5
kiteboardingowy,15,7
kiteboardowy,12,6
kitel,5,2
kitelek,7,3
kitesurfer,10,4
kitesurferka,12,5
kitesurfing,11,4
kitesurfingowy,14,6
kitka,5,2
kitla,5,2
kitlowy,7,3
kitłasić,8,3
kitnia,6,2
kitowacz,8,3
kitować,7,3
kitowy,6,3
kitrać,6,2
kitri,5,2
kituś,5,2
kitwasić,8,3
kiudo,5,2
kiufte,6,2
kiur,4,1
kiur,4,1
kiurowce,8,3
kiurowiec,9,4
kiurowy,7,3
kiwacz,6,2
kiwać,5,2
kiwak,5,2
kiwano,6,3
kiwi,4,2
kiwicki,7,3
kiwka,5,2
kiwnąć,6,2
kiwnięcie,9,4
kiwok,5,2
kiwon,5,2
kizeryt,7,3
kizerytowy,10,5
kizia,5,2
kiziać,6,2
kiziak,6,2
kizior,6,2
kiż,3,1
kiżucz,6,2
kJ,2,0
kjufte,6,2
kk,2,0
kl,2,0
klabing,7,2
klabingowiec,12,4
klabzdra,8,2
klacz,5,1
klaczka,7,2
klad,4,1
kladofora,9,4
kladogeneza,11,5
kladogram,9,3
kladoksylon,11,4
kladoksylony,12,5
kladystyczny,12,4
kladystyka,10,4
klag,4,1
klagenfurcki,12,4
klajdesdal,10,3
klajster,8,2
klajstrować,11,3
klajstrowaty,12,4
klajstrowy,10,3
klaka,5,2
klakier,7,2
klakierka,9,3
klakierować,11,4
klakierowy,10,4
klakierski,10,3
klakierskość,12,3
klakierstwo,11,3
klakomański,11,4
klakomańskość,13,4
klakson,7,2
klaksonować,11,4
klaksonowy,10,4
klamburta,9,3
klameczka,9,3
klamereczka,11,4
klamerka,8,3
klamerkowy,10,4
klamka,6,2
klamkować,9,3
klamkowy,8,3
klamor,6,2
klamot,6,2
klamoty,7,3
klamp,5,1
klamra,6,2
klamrować,9,3
klamrowarka,11,4
klamrowato,10,4
klamrowaty,10,4
klamrowy,8,3
klan,4,1
klang,5,1
klangor,7,2
klangowanie,11,4
klanik,6,2
klanowość,9,3
klanowy,7,3
klap,4,1
klapa,5,2
klapaczka,9,3
klapać,6,2
klapak,6,2
klapeczka,9,3
klapek,6,2
klapiasty,9,3
klapka,6,2
klapki,6,2
klapkowy,8,3
klapnąć,7,2
klapnięty,9,3
klapolotka,10,4
klapować,8,3
klapowany,9,4
klapowaty,9,4
klapowy,7,3
klaps,5,1
klapsa,6,2
klapser,7,2
klapserka,9,3
klapy,5,2
klar,4,1
klaretyn,8,3
klaretynka,10,4
klaretynki,10,4
klark,5,1
klark,5,1
klarkia,7,2
klarkowy,8,3
klarnecik,9,3
klarnecista,11,4
klarnecistka,12,4
klarnet,7,2
klarnet,7,2
klarnetowy,10,4
klarowacz,9,3
klarować,8,3
klarownia,9,3
klarownica,10,4
klarowniej,10,3
klarowniejszy,13,4
klarownik,9,3
klarowność,10,3
klarowny,8,3
klarówka,8,3
klaryfikacja,12,5
klaryfikacyjny,14,6
klarygować,10,4
klaryska,8,3
klaryski,8,3
klaryt,6,2
klasa,5,2
klasa,5,2
klaser,6,2
klaserowy,9,4
klasistowski,12,4
klasistowskość,14,4
klasizm,7,2
klask,5,1
klaskacz,8,2
klaskacz,8,2
klaskać,7,2
klaskanie,9,3
klaskanina,10,4
klaskany,8,3
klasnąć,7,2
klasopracownia,14,5
klasowość,9,3
klasowy,7,3
klasówa,7,3
klasówka,8,3
klaster,7,2
klasterowy,10,4
klastrowy,9,3
klastyczny,10,3
klasy,5,2
klasycysta,10,4
klasycystka,11,4
klasycystyczny,14,5
klasycyzm,9,3
klasycyzować,12,5
klasyczka,9,3
klasyczniej,11,3
klasyczniejszy,14,4
klasyczność,11,3
klasyczny,9,3
klasyfikacja,12,5
klasyfikacyjny,14,6
klasyfikator,12,5
klasyfikator,12,5
klasyfikatorka,14,6
klasyfikatorski,15,6
klasyfikatorskość,17,6
klasyfikować,12,5
klasyk,6,2
klasyka,7,3
klasztor,8,2
klasztorek,10,3
klasztorny,10,3
klaśnięcie,10,4
klata,5,2
klateczka,9,3
klateczkowy,11,4
klatka,6,2
klatkowaty,10,4
klatkowiec,10,3
klatkowy,8,3
klatrat,7,2
klatratowy,10,4
klatraty,8,3
klaun,5,2
klaunada,8,4
klaunowski,10,4
klaunowskość,12,4
klaustrofobia,13,5
klaustrofobiczny,16,6
klauza,6,3
klauzula,8,4
klauzulowy,10,5
klauzura,8,4
klauzuralny,11,5
klauzurowy,10,5
klawerianka,11,4
klawerianki,11,4
klawesyn,8,3
klawesynista,12,5
klawesynistka,13,5
klawesynowy,11,5
klawiatura,10,4
klawiaturka,11,4
klawiaturowy,12,5
klawiaturówka,13,5
klawicymbał,11,4
klawicyterium,13,5
klawik,6,2
klawikord,9,3
klawikordowy,12,5
klawikordzik,12,4
klawikordzista,14,5
klawikordzistka,15,5
klawikoterapia,14,6
klawirauscug,12,5
klawisz,7,2
klawisze,8,3
klawiszka,9,3
klawiszologia,13,5
klawiszowiec,12,4
klawiszowy,10,4
klawiterapia,12,5
klawy,5,2
kląć,4,1
kląsk,5,1
kląskać,7,2
kląskanie,9,3
kląskawka,9,3
klątewny,8,3
klątwa,6,2
klątwić,7,2
kląża,5,2
klążowate,9,4
klążowaty,9,4
kle,3,1
klecanka,8,3
klecha,6,2
klechda,7,2
klechdowy,9,3
klechdziarstwo,14,3
klechostwo,10,3
klecić,6,2
kleczewianin,12,4
kleczewianka,12,4
kleczewski,10,3
kleczewskość,12,3
kleć,4,1
kleft,5,1
kleftiko,8,3
kleftycki,9,3
kleiczek,8,3
kleiczkowy,10,4
kleić,5,2
kleidło,7,3
kleik,5,2
kleikować,9,4
kleikowy,8,4
kleinowski,10,4
kleinowskość,12,4
kleistość,9,3
kleisty,7,3
klej,4,1
klejarka,8,3
klejarnia,9,3
klejarski,9,3
klejarskość,11,3
klejarz,7,2
klejce,6,2
klejenie,8,3
klejeń,6,2
klejnocik,9,3
klejnot,7,2
klejnotka,9,3
klejnoty,8,3
klejodajny,10,4
klejonka,8,3
klejopodobny,12,5
klejorodny,10,4
klejowaty,9,4
klejownia,9,3
klejowy,7,3
klejówka,8,3
klejstogamia,12,4
klejstogamiczny,15,5
klejstotecjum,13,4
kleknąć,7,2
klekot,6,2
klekot,6,2
klekotać,8,3
klekotania,10,4
klekotanie,10,4
klekotka,8,3
klekotliwy,10,4
klekotnica,10,4
klekoty,7,3
kleks,5,1
kleksik,7,2
klektać,7,2
klem,4,1
klema,5,2
klematis,8,3
klembowski,10,3
klembowskość,12,3
klemencja,9,3
klementynka,11,4
kleniec,7,2
kleniowy,8,3
kleń,4,1
klep,4,1
klepacz,7,2
klepaczka,9,3
klepać,6,2
klepadło,8,3
klepak,6,2
klepalność,10,3
klepalny,8,3
klepaniec,9,3
kleparka,8,3
kleparnia,9,3
kleparski,9,3
kleparskość,11,3
kleparz,7,2
kleparzanin,11,4
kleparzanka,11,4
klepisko,8,3
klepiskowy,10,4
klepka,6,2
klepkarka,9,3
klepkarz,8,2
klepkować,9,3
klepkowanie,11,4
klepkowy,8,3
klepnąć,7,2
klepnięcie,10,4
klepsydra,9,3
klepsydrowaty,13,5
klepsydrowy,11,4
kleptokracja,12,4
kleptoman,9,3
kleptomania,11,4
kleptomanka,11,4
kleptomański,12,4
klepulec,8,3
kler,4,1
klerk,5,1
klerkizm,8,2
klerkowski,10,3
klerkowskość,12,3
klerodendron,12,4
klerofob,8,3
klerofobia,10,4
klerokracja,11,4
kleruch,7,2
kleruchia,9,3
klerycki,8,3
kleryckość,10,3
kleryk,6,2
klerykalista,12,5
klerykalistka,13,5
klerykalizacja,14,6
klerykalizacyjny,16,7
klerykalizm,11,4
klerykalizować,14,6
klerykalny,10,4
klerykał,8,3
klerykałowski,13,5
klerykowski,11,4
klerykowskość,13,4
kleszcz,7,1
kleszczak,9,2
kleszczasty,11,3
kleszcze,8,2
kleszczelanin,13,4
kleszczelanka,13,4
kleszczelski,12,3
kleszczelskość,14,3
kleszczewski,12,3
kleszczewskość,14,3
kleszczka,9,2
kleszczojad,11,3
kleszczojady,12,4
kleszczołapka,13,4
kleszczotek,11,3
kleszczowina,12,4
kleszczowski,12,3
kleszczowskość,14,3
kleszczowy,10,3
kleszczyć,9,2
kleszczyki,10,3
kleszczyny,10,3
kleszy,6,2
kleśnica,8,3
kleta,5,2
kleterek,8,3
kleterka,8,3
kleterki,8,3
kletka,6,2
klezmer,7,2
klezmerka,9,3
klezmerski,10,3
klezmerskość,12,3
klęcząco,8,3
klęczeć,7,2
klęczki,7,2
klęcznik,8,2
klęcznikowy,11,4
klęczny,7,2
klęk,4,1
klękać,6,2
klękany,7,3
klęknąć,7,2
klękosiad,9,3
klępa,5,2
klęska,6,2
klęska,6,2
klęskowy,8,3
klęsnąć,7,2
kliczka,7,2
kliencki,8,2
klienckość,10,2
klient,6,1
klient,6,1
klientela,9,3
klientelistyczny,16,5
klientelizm,11,3
klientka,8,2
klientowski,11,3
klientowskość,13,3
klientoza,9,3
klientystyczny,14,4
klientyzm,9,2
klif,4,1
klifowy,7,3
klik,4,1
klika,5,2
klikacz,7,2
klikać,6,2
klikalność,10,3
klikalny,8,3
klikania,8,3
klikanie,8,3
klikbajt,8,2
klikbajtowy,11,4
kliknąć,7,2
kliknięcie,10,4
klikowicz,9,3
klikowiec,9,3
klikowość,9,3
klikowy,7,3
kliktywista,11,4
kliktywizm,10,3
klikuszowski,12,4
klikuszowskość,14,4
klima,5,2
klimacik,8,3
klimaks,7,2
klimaksowy,10,4
klimakter,9,3
klimakterium,12,4
klimakteryczny,14,5
klimat,6,2
klimatografia,13,5
klimatograficzny,16,6
klimatogram,11,4
klimatolog,10,4
klimatologia,12,5
klimatologiczny,15,6
klimatoterapeutyczny,20,9
klimatoterapia,14,6
klimatotwórczy,14,5
klimatowy,9,4
klimaty,7,3
klimatyczny,11,4
klimatyp,8,3
klimatyzacja,12,5
klimatyzacyjny,14,6
klimatyzator,12,5
klimatyzować,12,5
klimatyzowany,13,6
klimazon,8,3
klimenia,8,3
klimeniowy,10,4
klimogram,9,3
klimontowianin,14,5
klimontowianka,14,5
klimontowski,12,4
klimontowskość,14,4
klin,4,1
klincz,6,1
klinczować,10,3
kline,5,2
klinek,6,2
klinga,6,2
klingeryt,9,3
kliniak,7,2
kliniasty,9,3
klinicysta,10,4
klinicystka,11,4
kliniczny,9,3
kliniec,7,2
klinik,6,2
klinika,7,3
klinkier,8,2
klinkiernia,11,4
klinkierowy,11,4
klinkierówka,12,4
klinkieryt,10,3
klinkieryt,10,3
klinokineza,11,5
klinolist,9,3
klinolisty,10,4
klinometr,9,3
klinostat,9,3
klinować,8,3
klinowatość,11,4
klinowaty,9,4
klinowy,7,3
klinówka,8,3
kliometria,10,4
kliometryczny,13,4
klip,4,1
klipa,5,2
klipart,7,2
kliper,6,2
klipfisz,8,2
klipować,8,3
klipowy,7,3
kliprowy,8,3
klips,5,1
klipsować,9,3
klipsy,6,2
klirens,7,2
kliring,7,2
kliringowy,10,4
kliros,6,2
klister,7,2
klistera,8,3
klistron,8,2
klistronowy,11,4
klisza,6,2
kliszarnia,10,3
kliszka,7,2
kliszograf,10,3
kliszogram,10,3
kliszować,9,3
kliszowianin,12,4
kliszowianka,12,4
kliszowski,10,3
kliszowskość,12,3
kliszowy,8,3
klita,5,2
klitka,6,2
klitoralny,10,4
klitoria,8,3
klitoridektomia,15,6
klitoris,8,3
klitoroplastyka,15,6
kliważ,6,2
kliwer,6,2
kliwerbom,9,3
kliwerfał,9,3
kliwerszkot,11,3
kliwerszot,10,3
kliwia,6,2
klizma,6,2
klizmafil,9,3
klizmafilia,11,4
klizmafilka,11,4
klizopompa,10,4
klizymetr,9,3
klo,3,1
kloaczny,8,3
kloaka,6,3
kloakalny,9,4
kloakowy,8,4
kloc,4,1
klocek,6,2
klockowatość,12,4
klockowaty,10,4
klockowiec,10,3
klockowy,8,3
klocować,8,3
klocowanie,10,4
klocowatość,11,4
klocowaty,9,4
klocowy,7,3
klocówka,8,3
klocuszek,9,3
klocuszki,9,3
klojz,5,1
klomb,5,1
klombik,7,2
klombowy,8,3
klon,4,1
klon,4,1
klonalnie,9,3
klonalny,8,3
klonek,6,2
klonia,6,2
kloniczny,9,3
klonik,6,2
klonina,7,3
kloning,7,2
klonować,8,3
klonowate,9,4
klonowaty,9,4
klonowianin,11,4
klonowianka,11,4
klonowski,9,3
klonowskość,11,3
klonowy,7,3
klonus,6,2
klop,4,1
klopik,6,2
klops,5,1
klops,5,1
klopsik,7,2
klopsiki,8,3
klopsy,6,2
klosik,6,2
klosterium,10,3
klosz,5,1
klosz,5,1
kloszard,8,2
kloszardka,10,3
kloszardowski,13,4
kloszardowskość,15,4
kloszardzki,11,3
kloszardzkość,13,3
kloszowany,10,4
kloszowaty,10,4
kloszowy,8,3
kloszyk,7,2
klot,4,1
klotoida,8,4
klotowy,7,3
klotrimazol,11,4
klown,5,1
klownada,8,3
klownowski,10,3
klownowskość,12,3
klozecik,8,3
klozet,6,2
klozetka,8,3
klozetowy,9,4
klub,4,1
kluba,5,2
klubik,6,2
klubista,8,3
klubistka,9,3
klubka,6,2
klubman,7,2
klubokawiarnia,14,6
klubostołówka,13,5
klubowe,7,3
klubowicz,9,3
klubowiczka,11,4
klubowiec,9,3
klubowiec,9,3
klubowość,9,3
klubowy,7,3
klubówka,8,3
kluch,5,1
klucha,6,2
kluchowatość,12,4
kluchowaty,10,4
kluchy,6,2
klucki,6,2
klucz,5,1
kluczanin,9,3
kluczanka,9,3
kluczański,10,3
kluczańskość,12,3
kluczborczanin,14,4
kluczborczanka,14,4
kluczborski,11,3
kluczborskość,13,3
kluczewski,10,3
kluczewskość,12,3
kluczka,7,2
klucznica,9,3
klucznictwo,11,3
kluczniczka,11,3
klucznik,8,2
kluczować,9,3
kluczowo,8,3
kluczowy,8,3
kluczyć,7,2
kluczyk,7,2
kluczykowy,10,4
kluć,4,1
klujnik,7,2
kluk,4,1
kluka,5,2
klukowski,9,3
klukowskość,11,3
klukwa,6,2
kluniacki,9,3
klupa,5,2
klupować,8,3
kluseczek,9,3
kluseczka,9,3
kluseczki,9,3
klusek,6,2
kluska,6,2
kluski,6,2
kluskowaty,10,4
kluskowy,8,3
kluza,5,2
kluzak,6,2
kluzja,6,2
klwowski,8,2
klwowskość,10,2
klydesdale,10,4
klymenia,8,3
klymenie,8,3
kłaczasty,9,3
kłaczek,7,2
kłaczki,7,2
kłaczkować,10,3
kłaczkowanie,12,4
kłaczkowaty,11,4
kłaczyć,7,2
kład,4,1
kładka,6,2
kładzione,9,3
kładź,5,1
kłajpedzianin,13,4
kłajpedzianka,13,4
kłajpedzki,10,3
kłajpedzkość,12,3
kłajski,7,2
kłajskość,9,2
kłak,4,1
kłaki,5,2
kłam,4,1
kłamać,6,2
kłamca,6,2
kłamczuch,9,2
kłamczucha,10,3
kłamczuszek,11,3
kłamczuszka,11,3
kłamczyni,9,3
kłamliwiej,10,3
kłamliwość,10,3
kłamliwszy,10,3
kłamliwy,8,3
kłamstewko,10,3
kłamstwo,8,2
kłaniać,7,2
kłańce,6,2
kłap,4,1
kłapacz,7,2
kłapaczka,9,3
kłapać,6,2
kłapak,6,2
kłapciasty,10,3
kłapciaty,9,3
kłapczasty,10,3
kłapeć,6,2
kłapnąć,7,2
kłapouch,8,3
kłapouchy,9,4
kłapouszek,10,4
kłaść,5,1
kłąb,4,1
kłączasty,9,3
kłącze,6,2
kłączel,7,2
kłączowy,8,3
kłecczanin,10,3
kłecczanka,10,3
kłecki,6,2
kłębek,6,2
kłębian,7,2
kłębiasty,9,3
kłębić,6,2
kłębisko,8,3
kłębkowy,8,3
kłębowisko,10,4
kłębowy,7,3
kłębuszek,9,3
kłębuszkowy,11,4
kłęby,5,2
kłęk,4,1
kłobucczanin,12,4
kłobucczanka,12,4
kłobucki,8,3
kłobuckość,10,3
kłobuczka,9,3
kłobuk,6,2
kłociowy,8,3
kłoczewski,10,3
kłoczewskość,12,3
kłoć,4,1
kłoda,5,2
kłodawianin,11,4
kłodawianka,11,4
kłodawski,9,3
kłodawskość,11,3
kłodnicki,9,3
kłodnickość,11,3
kłodowisko,10,4
kłodowy,7,3
kłodzczanin,11,3
kłodzczanka,11,3
kłodzina,8,3
kłodzisko,9,3
kłodzki,7,2
kłodzkość,9,2
kłokoczka,9,3
kłokoczkowate,13,5
kłokoczkowaty,13,5
kłomia,6,2
kłomla,6,2
kłomnia,7,2
kłomnicki,9,3
kłomnickość,11,3
kłonia,6,2
kłonica,7,3
kłonicowy,9,4
kłonić,6,2
kłopeć,6,2
kłopocik,8,3
kłopocisko,10,4
kłopot,6,2
kłopotać,8,3
kłopotek,8,3
kłopotliwiej,12,4
kłopotliwość,12,4
kłopotliwszy,12,4
kłopotliwy,10,4
kłopoty,7,3
kłos,4,1
kłosek,6,2
kłosiany,8,3
kłosić,6,2
kłosie,6,2
kłosik,6,2
kłosisty,8,3
kłoskowce,9,3
kłoskowiec,10,3
kłoskówka,9,3
kłosokształtny,14,4
kłosować,8,3
kłosowaty,9,4
kłosownica,10,4
kłosownik,9,3
kłosowy,7,3
kłosówka,8,3
kłośny,6,2
kłowy,5,2
kłócić,6,2
kłódeczka,9,3
kłódka,6,2
kłódkarstwo,11,3
kłódkarz,8,2
kłódzieński,11,3
kłótliwiec,10,3
kłótliwiej,10,3
kłótliwość,10,3
kłótliwszy,10,3
kłótliwy,8,3
kłótnia,7,2
kłótnica,8,3
kłótnicki,9,3
kłótnickość,11,3
kłótnik,7,2
kłówka,6,2
kłucki,6,2
kłuć,4,1
kłudzieński,11,3
kłująco,7,3
kłujka,6,2
kłunia,6,2
kłus,4,1
kłusacki,8,3
kłusackość,10,3
kłusak,6,2
kłusem,6,2
kłusik,6,2
kłusol,6,2
kłusować,8,3
kłusownictwo,12,4
kłusowniczka,12,4
kłusowniczy,11,4
kłusownik,9,3
kłusowy,7,3
kłykcina,8,3
kłykciowy,9,3
kłykieć,7,2
km,2,0
km,2,0
kmdr,4,0
kmdt,4,0
kmiecieć,8,3
kmiecy,6,2
kmieć,5,1
kmin,4,1
kmina,5,2
kminek,6,2
kminić,6,2
kminkowy,8,3
kminkówka,9,3
kmiot,5,1
kmiotek,7,2
kmiotówna,9,3
kmotr,5,1
kmotra,6,2
kmotrowski,10,3
kmotrowskość,12,3
KMPiK,5,1
kN,2,0
knaga,5,2
knagowy,7,3
knajacki,8,3
knajackość,10,3
knajak,6,2
knajpa,6,2
knajpeczka,10,3
knajpiany,9,3
knajpiarski,11,3
knajpiarskość,13,3
knajpiarstwo,12,3
knajpiarz,9,2
knajpina,8,3
knajpka,7,2
knajpować,9,3
knajpowy,8,3
knaster,7,2
knastr,6,1
knastrowy,9,3
knebel,6,2
kneblować,9,3
kneblowy,8,3
knecht,6,1
knecht,6,1
knedel,6,2
knedelek,8,3
knedle,6,2
knedliczek,10,3
knedlik,7,2
kneeboard,9,4
kneeboarding,12,5
kneeboardingowy,15,7
kneippowski,11,4
kneippowskość,13,4
knel,4,1
kneziowski,10,3
kneziowskość,12,3
kneź,4,1
kniahini,8,3
kniazić,7,2
kniaziostwo,11,4
kniaziostwo,11,4
kniaziować,10,4
kniaziowski,11,4
kniaziowskość,13,4
kniaziowy,9,4
kniaziówna,10,4
kniaź,5,1
knickerbocker,13,4
knickerbockery,14,5
knidia,6,2
knidoblast,10,3
knidocyl,8,3
knieć,5,1
knieja,6,2
kniejowy,8,3
kniejówka,9,3
knifofia,8,3
knociarstwo,11,3
knociarz,8,2
knocić,6,2
knocik,6,2
knockdown,9,2
knockout,8,3
knopry,6,2
knorr,5,1
knorringit,10,3
knot,4,1
knotek,6,2
knotowy,7,3
knotówka,8,3
knowacz,7,2
knować,6,2
knowania,8,3
knowanie,8,3
knowbot,7,2
knowie,6,2
knuć,4,1
knur,4,1
knurek,6,2
knurowaty,9,4
knurowianin,11,4
knurowianka,11,4
knurowski,9,3
knurowskość,11,3
knurówa,7,3
knut,4,1
knutowy,7,3
knykieć,7,2
knyp,4,1
knypek,6,2
knypel,6,2
knysz,5,1
knysza,6,2
knyszynianin,12,4
knyszynianka,12,4
knyszyński,10,3
knyszyńskość,12,3
ko,2,1
koabitacja,10,5
koabitować,10,5
koacerwacja,11,5
koacerwat,9,4
koadiut,7,3
koadiutor,9,4
koadiutoria,11,6
koadiutorka,11,5
koadiutorski,12,5
koadiutorstwo,13,5
koafiura,8,4
koagulacja,10,5
koagulacyjny,12,6
koagulant,9,4
koagulat,8,4
koagulator,10,5
koagulolog,10,5
koagulologia,12,6
koagulować,10,5
koaksjalny,10,4
koala,5,3
koalescencja,12,5
koalescencyjny,14,6
koalicja,8,4
koalicjant,10,4
koalicjantka,12,5
koalicjonista,13,6
koalicjonistka,14,6
koalicyjka,10,5
koalicyjność,12,5
koalicyjny,10,5
koan,4,2
koarktacja,10,4
koartykulacja,13,6
koasekuracja,12,6
koati,5,3
koażel,6,3
kob,3,1
kobalamina,10,5
kobalt,6,2
kobaltawy,9,4
kobaltoterapia,14,6
kobaltować,10,4
kobaltowce,10,4
kobaltowiec,11,4
kobaltowo,9,4
kobaltowoniebieski,18,8
kobaltowy,9,4
kobaltron,9,3
kobaltyn,8,3
kobczyk,7,2
kobea,5,3
kobia,5,2
kobiała,7,3
kobiałeczka,11,4
kobiałka,8,3
kobieciarstwo,13,5
kobieciarz,10,4
kobieciątko,11,5
kobiecieć,9,4
kobiecina,9,4
kobiecinka,10,4
kobiecisko,10,4
kobiecość,9,3
kobiecy,7,3
kobielski,9,3
kobielskość,11,3
kobiercowy,10,4
kobierczyk,10,3
kobiernictwo,12,4
kobierniczy,11,4
kobierzec,9,3
kobierzycki,11,4
kobierzyckość,13,4
kobierzyński,12,4
kobierzyńskość,14,4
kobieta,7,3
kobietka,8,3
kobieton,8,3
kobijczyk,9,3
kobijka,7,3
kobijski,8,3
kobiowate,9,4
kobiórski,9,3
kobita,6,3
kobitka,7,3
koblencjanin,12,4
koblencjanka,12,4
koblencki,9,3
koblenckość,11,3
kobo,4,2
kobold,6,2
kobra,5,2
koburski,8,3
koburskość,10,3
kobuz,5,2
kobuzi,6,3
kobylański,10,4
kobylańskość,12,4
kobylasty,9,4
kobyli,6,3
kobyliczka,10,4
kobylinianin,12,5
kobylinianka,12,5
kobyliński,10,4
kobylińskość,12,4
kobylisko,9,4
kobylnicki,10,4
kobylnickość,12,4
kobylogórski,12,5
kobylogórskość,14,5
kobylsko,8,3
kobyła,6,3
kobyłczanin,11,4
kobyłczanka,11,4
kobyłecki,9,4
kobyłeckość,11,4
kobyłka,7,3
kobza,5,2
kobziarz,8,2
koc,3,1
kocanka,7,3
kocborowski,11,4
kocborowskość,13,4
kocczanin,9,3
kocczanka,9,3
kochać,6,2
kochający,9,4
kochana,7,3
kochaneczek,11,4
kochaneczka,11,4
kochanek,8,3
kochaneńki,10,4
kochanica,9,4
kochanie,8,3
kochanie,8,3
kochanieńki,11,4
kochaniutka,11,4
kochaniutki,11,4
kochaniutki,11,4
kochanka,8,3
kochankowie,11,4
kochanku,8,3
kochanoviana,12,5
kochanowicki,12,5
kochanowickość,14,5
kochany,7,3
kochany,7,3
kochańszy,9,3
kochaszli,9,3
kochaś,6,2
kocher,6,2
kochia,6,2
kochina,7,3
kochinchina,11,4
kochinchiński,13,4
kochinchińskość,15,4
kochliwiej,10,3
kochliwość,10,3
kochliwszy,10,3
kochliwy,8,3
kochłowicki,11,4
koci,4,2
kociaczek,9,3
kociak,6,2
kociara,7,3
kociarka,8,3
kociarnia,9,4
kociarstwo,10,3
kociarz,7,2
kociątko,8,3
kociborski,10,4
kocica,6,3
kociczka,8,3
kocić,5,2
kocić,5,2
kocierbka,9,3
kocierzewski,12,4
kocierzewskość,14,4
kociewski,9,3
kociewskość,11,3
kocię,5,2
kocięcość,9,3
kocięcy,7,3
kocimiętka,10,4
kocina,6,3
kocina,6,3
kociokwik,9,3
kocioł,6,2
kociołek,8,3
kociołkować,11,4
kociołkowaty,12,5
kociołkowy,10,4
kociość,7,2
kocisko,7,3
kociuba,7,3
kocki,5,2
kockość,7,2
kocmołuch,9,3
kocmołuszek,11,4
kocmyrzowski,12,4
kocmyrzowskość,14,4
kocopoły,8,4
kocować,7,3
kocowy,6,3
kocówa,6,3
kocówka,7,3
kocur,5,2
kocurek,7,3
kocyk,5,2
kocz,4,1
kocza,5,2
koczalski,9,3
koczalskość,11,3
koczek,6,2
koczkodan,9,3
koczkodanik,11,4
koczobryk,9,3
koczować,8,3
koczowisko,10,4
koczownictwo,12,4
koczowniczka,12,4
koczowniczość,13,4
koczowniczy,11,4
koczownik,9,3
koczubeit,9,4
koczubin,8,3
koczur,6,2
koczyk,6,2
kod,3,1
koda,4,2
koda,4,2
kodak,5,2
kodak,5,2
kodeina,7,4
kodeinizm,9,4
kodeinowy,9,5
kodek,5,2
kodeks,6,2
kodeksik,8,3
kodeksowy,9,4
kodeński,8,3
kodeńskość,10,3
koder,5,2
koder,5,2
koderka,7,3
kodiak,6,2
kodnianin,9,3
kodnianka,9,3
kodogram,8,3
kodominacja,11,5
kodon,5,2
kodopis,7,3
kodowacz,8,3
kodować,7,3
kodowo,6,3
kodowy,6,3
kodrąbianin,11,4
